"","timestamp_ros","timestamp_sys...Y.m.d.H.M.S..f.","latitude","longitude","depth","distance_to_ocean_floor","velX","velY","velZ","roll","pitch","yaw","navMode","acousticAltimeter","forwardStereo","battery_volts","altitudeUsed","cotsNumFound","cotsNumMaybe","missionState","errorState","storeData","storeImageData"
"1",1740497618,2.02502e+13,18.3505155,-64.69909083,0.2437,4.698354885,0,0,0.218069108,7.870773866,7.358640976,116.9212646,3,5.18200016,0.45724839,16.87,5.18200016,0,0,1,0,1,0
"11",1740497619,2.02502e+13,18.3505155,-64.69909083,0.0547,4.698354885,0,0,-0.192463337,-0.407514658,3.263923389,137.1414219,3,5.197999954,0.683950365,16.84,5.197999954,0,0,1,0,1,0
"21",1740497620,2.02502e+13,18.35051407,-64.69909119,0.0597,4.698354885,-0.197381238,-0.479870073,-0.004047407,2.133935848,1.767156266,-157.6416004,3,5.21600008,0.885400712,16.76,5.21600008,0,0,1,0,1,0
"31",1740497621,2.02502e+13,18.35050996,-64.69909775,0.0857,4.698354885,-0.970287711,-0.234052824,0.035021346,9.63593785,0.854994742,-103.5618471,3,5.21600008,0.788905919,16.9,5.21600008,0,0,1,0,1,0
"41",1740497622,2.02502e+13,18.35050774,-64.69910687,0.0857,4.698354885,-0.926123977,-0.362146774,0.035289178,6.034963502,-1.583122409,-111.3572714,3,5.193999767,2.031949282,16.73,5.193999767,0,0,1,0,1,0
"51",1740497623,2.02502e+13,18.35050453,-64.6991156,0.1777,4.698354885,-0.931348327,-0.327597245,0.098829989,22.08119327,-10.30428491,-109.3791139,3,5.190999985,1.767517447,16.81,5.190999985,0,0,1,0,1,0
"61",1740497624,2.02502e+13,18.35050216,-64.69912462,0.3007,4.698354885,-0.970789227,-0.206490251,0.151459585,13.99453242,-8.295414562,-102.0080904,3,5.168000221,1.751767516,16.42,5.168000221,0,0,1,0,1,0
"71",1740497625,2.02502e+13,18.35050094,-64.69913393,0.3627,4.698354885,-0.983016691,-0.077688573,0.077167081,13.19944518,-5.141801543,-94.51877161,3,5.143000126,1.979115009,16.73,5.143000126,0,0,1,0,1,0
"81",1740497626,2.02502e+13,18.35050085,-64.69914307,0.3717,4.698354885,-0.956565212,0.00749971,0.006172781,15.48611906,-5.129816264,-89.55082802,3,5.107999802,2.138595819,16.56,5.107999802,0,0,1,0,1,0
"91",1740497627,2.02502e+13,18.35050097,-64.6991521,0.3187,4.698354885,-0.945025529,0.026327425,-0.071319949,8.276949139,4.746589581,-88.40424375,3,5.045000076,1.15879643,16.76,5.045000076,0,0,1,0,1,0
"101",1740497628,2.02502e+13,18.3505011,-64.69916103,0.2357,4.698354885,-0.941049419,-0.008410784,-0.084448821,9.307207558,-10.53546726,-90.51210918,3,4.988999844,1.83005929,16.53,4.988999844,0,0,1,0,1,0
"111",1740497629,2.02502e+13,18.3505009,-64.69916993,0.3407,4.698354885,-0.948809676,-0.059151503,0.10705358,5.150237256,-3.61208707,-93.56739895,3,4.998000145,2.04278779,16.64,4.998000145,0,0,1,0,1,0
"121",1740497630,2.02502e+13,18.35049989,-64.69917902,0.2927,4.698354885,-0.963474745,-0.147051883,-0.048551779,0.146891435,0.963705992,-98.6779259,3,4.962999821,1.314490795,16.45,4.962999821,0,0,1,0,1,0
"131",1740497631,2.02502e+13,18.35049867,-64.69918812,0.2657,4.698354885,-0.957758767,-0.154672541,-0.034089391,8.735543572,-4.799745547,-99.17377049,3,4.923999786,2.610526323,16.62,4.923999786,0,0,1,0,1,0
"141",1740497632,2.02502e+13,18.35049676,-64.69919721,0.1917,4.698354885,-0.958288324,-0.230892564,-0.054767227,-1.217066934,7.806791192,-103.5468297,3,4.948999882,0.615053058,16.45,4.948999882,0,0,1,0,1,0
"151",1740497633,2.02502e+13,18.35049485,-64.69920629,0.1297,4.698354885,-0.954939622,-0.23468944,-0.034181253,8.731316537,-8.770754063,-103.8076064,3,4.940999985,1.173167944,16.62,4.940999985,0,0,1,0,1,0
"161",1740497634,2.02502e+13,18.3504925,-64.69921527,0.2087,4.698354885,-0.953507373,-0.266644221,0.066573147,4.431831726,-3.756820538,-105.6234575,3,4.953000069,1.416162968,16.59,4.953000069,0,0,1,0,1,0
"171",1740497635,2.02502e+13,18.35049004,-64.69922431,0.1867,4.698354885,-0.954006249,-0.277453881,-0.083364381,4.516749791,-0.161334862,-106.2160671,3,4.967000008,0.996815503,16.59,4.967000008,0,0,1,0,1,0
"181",1740497636,2.02502e+13,18.35048771,-64.69923334,0.2047,5.12232307,-0.944409332,-0.282459477,0.043109494,12.9564577,-8.802637398,-106.6512186,3,4.977000237,1.664718747,16.37,4.977000237,0,0,1,0,1,0
"191",1740497637,2.02502e+13,18.35048473,-64.69924224,0.1387,5.12232307,-0.933599439,-0.350950994,-0.066056926,11.9766078,4.775477022,-110.6018697,3,4.980999947,0.693380177,16.48,4.980999947,0,0,1,0,1,0
"201",1740497638,2.02502e+13,18.35048192,-64.69925118,0.1427,5.12232307,-0.956478029,-0.233528221,-0.01326064,11.69430232,-10.64009213,-103.7206174,3,4.998000145,2.889162779,16.64,4.998000145,0,0,1,0,1,0
"211",1740497639,2.02502e+13,18.35048039,-64.69926022,0.2217,5.12232307,-0.95438056,-0.183148117,0.085751202,4.526747057,-5.100022115,-100.8631795,3,5.024000168,1.504663944,16.84,5.024000168,0,0,1,0,1,0
"221",1740497640,2.02502e+13,18.35047816,-64.69926924,0.1557,5.12232307,-0.94933869,-0.262672204,-0.077785789,1.496132342,8.115636235,-105.4662541,3,5.053999901,0.444917023,16.45,5.053999901,0,0,1,0,1,0
"231",1740497641,2.02502e+13,18.35047608,-64.69927828,0.1297,5.12232307,-0.946705581,-0.236288296,-0.028886206,8.540234243,-9.998815685,-104.0141719,3,5.071000099,1.670333147,16.73,5.071000099,0,0,1,0,1,0
"241",1740497642,2.02502e+13,18.35047325,-64.6992872,0.1697,5.12232307,-0.935191598,-0.349159356,0.037099886,4.849849271,3.099731986,-110.4734568,3,5.071000099,0.703695536,16.59,5.071000099,0,0,1,0,1,0
"251",1740497643,2.02502e+13,18.35047029,-64.69929611,0.1207,5.12232307,-0.936428291,-0.328065703,-0.040125348,5.794240656,-8.586671008,-109.3072972,3,5.116000175,2.12827611,16.48,5.116000175,0,0,1,0,1,0
"261",1740497644,2.02502e+13,18.35046983,-64.69933183,0.1297,5.12232307,-1.129768718,-0.249429529,0.007181981,5.441303311,-3.081839445,-116.5463138,1,5.149000168,1.330644965,16.76,5.149000168,0,0,1,0,1,0
"271",1740497645,2.02502e+13,18.3504675,-64.69934233,0.1337,5.12232307,-1.07813811,-0.381365246,0.005091386,2.476500907,-3.219594164,-118.7500751,1,5.172999859,1.75498426,16.81,5.172999859,0,0,1,0,1,0
"281",1740497646,2.02502e+13,18.3504645,-64.69935283,0.0727,5.12232307,-1.10172116,-0.503942218,-0.088292628,6.661749696,0.648424561,-122.9286361,1,5.184999943,0.782254338,16.51,5.184999943,0,0,1,0,1,0
"291",1740497647,2.02502e+13,18.35046067,-64.69936267,0.1337,5.12232307,-0.915266815,-0.481137316,0.071869024,1.080817418,-12.17258735,-117.5434779,1,5.206999779,1.086531997,16.34,5.206999779,0,0,1,0,1,0
"301",1740497648,2.02502e+13,18.35045347,-64.69937388,0.2177,5.12232307,-0.773384758,-0.601039281,0.00998104,0.837993808,5.472559121,-127.8527643,3,5.19299984,0.968919396,16.51,5.19299984,0,0,1,0,1,0
"311",1740497649,2.02502e+13,18.3504481,-64.69938111,0.0987,5.12232307,-0.773609315,-0.585744233,-0.096712476,1.637187538,-2.541739268,-127.1315097,3,5.197999954,0.602808833,16.84,5.197999954,0,0,1,0,1,0
"321",1740497650,2.02502e+13,18.35044298,-64.69938854,0.1167,5.12232307,-0.776755125,-0.570876101,-0.055732495,-5.031458517,-3.838861384,-126.3140678,3,5.202000141,0.587603271,16.73,5.202000141,0,0,1,0,1,0
"331",1740497651,2.02502e+13,18.35043788,-64.69939591,0.2177,5.12232307,-0.772684291,-0.568599842,0.134230606,2.457277759,-3.763852647,-126.3485056,3,5.210999966,0.864956796,16.62,5.210999966,0,0,1,0,1,0
"341",1740497652,2.02502e+13,18.35043277,-64.69940313,0.0907,5.12232307,-0.773192333,-0.554116617,-0.127262348,-1.847148695,-0.454430897,-125.6277292,3,5.235000134,0.750712335,16.59,5.235000134,0,0,1,0,1,0
"351",1740497653,2.02502e+13,18.35042803,-64.69941068,0.0907,5.12232307,-0.795051913,-0.526621514,-0.027733007,-6.610996676,-3.185845761,-123.5194898,3,5.245999813,0.878440499,16.42,5.245999813,0,0,1,0,1,0
"361",1740497654,2.02502e+13,18.35042328,-64.69941815,0.0597,5.12232307,-0.774109732,-0.534680534,-0.034070354,2.524988864,0.007216658,-124.6330296,3,5.296999931,1.025458217,16.59,5.296999931,0,0,1,0,1,0
"371",1740497655,2.02502e+13,18.35042569,-64.69943276,0.0857,5.12232307,-0.697942831,-0.614140257,0.007515443,4.372976819,-3.237872397,-131.345537,3,5.295000076,0.898058534,16.59,5.295000076,0,0,1,0,1,0
"381",1740497656,2.02502e+13,18.35041997,-64.69943849,0.0817,5.12232307,-0.543182128,-0.640761765,-0.002286211,10.03104565,3.00196505,-139.7116695,3,5.323999882,1.050498486,16.7,5.323999882,0,0,1,0,1,0
"391",1740497657,2.02502e+13,18.35041434,-64.6994426,0.0687,5.12232307,-0.336521081,-0.591799763,-0.082819727,6.864761773,1.21591007,-150.375757,3,5.368999958,0.47703889,16.56,5.368999958,0,0,1,0,1,0
"401",1740497658,2.02502e+13,18.35040922,-64.69944751,0.0687,5.12232307,-0.690449877,-0.539887056,-0.026381511,3.070594602,-0.791018204,-128.023149,3,5.393000126,1.201328635,16.64,5.393000126,0,0,1,0,1,0
"411",1740497659,2.02502e+13,18.35040502,-64.69945507,0.0687,5.12232307,-0.873254539,-0.394479605,0.047497681,-9.671436917,7.295924449,-114.3103986,3,5.427999973,0.679093003,16.76,5.427999973,0,0,1,0,1,0
"421",1740497660,2.02502e+13,18.35040287,-64.69946405,0.1117,5.12232307,-0.992040029,-0.035745525,0.048224063,-13.48444176,-6.072616214,-92.06364121,3,5.429999828,1.21799612,16.23,5.429999828,0,0,1,0,1,0
"431",1740497661,2.02502e+13,18.35040437,-64.69947273,0.0857,5.12232307,-0.910448911,0.15422924,-0.041466984,-18.30540017,5.058470217,-80.3854479,3,5.518000126,0.411664426,16.56,5.518000126,0,0,1,0,1,0
"441",1740497662,2.02502e+13,18.35040283,-64.69947633,0.0767,5.12232307,-0.728923638,0.091309063,-0.021923881,-4.325722565,-1.316258499,-75.59736731,1,5.535999775,1.026876211,16.48,5.535999775,0,0,1,0,1,0
"451",1740497663,2.02502e+13,18.350405,-64.69948317,0.0817,5.12232307,-0.864966205,0.245902533,-0.098232064,-2.552546552,-2.249916344,-77.9523764,1,5.565000057,0.857863009,16.81,5.565000057,0,0,1,0,1,0
"461",1740497664,2.02502e+13,18.35041017,-64.69949133,0.0727,5.12232307,-0.974882471,0.560582284,-0.009242958,4.219988211,-2.146061786,-100.0602177,1,5.577000141,1.477524281,16.53,5.577000141,0,0,1,0,1,0
"471",1740497665,2.02502e+13,18.35041117,-64.6995005,0.0947,5.12232307,-0.987369856,0.06125504,-0.127509438,16.81531362,7.60090275,-135.2889504,1,5.587999821,1.994508386,16.78,5.587999821,0,0,1,0,1,0
"481",1740497666,2.02502e+13,18.3504075,-64.699507,0.1207,5.12232307,-0.76408784,-0.342913923,0.01387565,12.23745282,-6.175724786,-145.5910377,1,5.607999802,1.123314023,16.51,5.607999802,0,0,1,0,1,0
"491",1740497667,2.02502e+13,18.35040283,-64.6995115,0.0727,5.12232307,-0.578401556,-0.567402291,-0.062529195,10.73973523,1.214788852,-152.3981159,1,5.590000153,0.970294893,16.7,5.590000153,0,0,1,0,1,0
"501",1740497668,2.02502e+13,18.35039553,-64.69951552,0.0817,5.12232307,-0.555693712,-0.608447721,-0.052707397,3.817387689,-1.157310335,-137.5946787,3,5.605999947,0.687835991,16.81,5.605999947,0,0,1,0,1,0
"511",1740497669,2.02502e+13,18.35039058,-64.69952183,0.0947,5.12232307,-0.833480741,-0.447277583,0.055591814,-6.663061946,-1.027477464,-118.2197473,3,5.651000023,0.782716393,16.53,5.651000023,0,0,1,0,1,0
"521",1740497670,2.02502e+13,18.35038804,-64.69953071,0.0987,5.12232307,-0.994042943,-0.096866931,0.032382112,-20.17237499,2.177471916,-95.56578761,3,5.684999943,0.625075877,16.48,5.684999943,0,0,1,0,1,0
"531",1740497671,2.02502e+13,18.35038879,-64.69953973,0.0767,5.12232307,-0.892000353,0.205308401,-0.016474791,-10.13004501,2.743663852,-77.03821497,3,5.735000134,0.721654058,16.67,5.735000134,0,0,1,0,1,0
"541",1740497672,2.02502e+13,18.35038983,-64.69954097,0.0947,5.12232307,-0.667382304,0.337535093,0.016361791,-9.269962523,-1.597660259,-63.17157362,3,5.741000175,0.986354947,16.78,5.741000175,0,0,1,0,1,0
"551",1740497673,2.02502e+13,18.35039197,-64.69954835,0.1117,5.12232307,-0.870726589,0.150974185,0.02095854,-7.006202662,-5.681037487,-80.16338281,3,5.763000011,1.058095574,16.59,5.763000011,0,0,1,0,1,0
"561",1740497674,2.02502e+13,18.35039185,-64.69955722,0.0547,5.12232307,-0.969334679,-0.136466861,-0.056823943,12.72880485,2.685028791,-98.01369982,3,5.774000168,0.527704775,16.59,5.774000168,0,0,1,0,1,0
"571",1740497675,2.02502e+13,18.350395,-64.6995615,0.0947,5.12232307,-0.783210439,0.087851127,0.049977671,6.704196775,-0.425526807,-124.4592492,1,5.747000217,0.823316216,16.56,5.747000217,0,0,1,0,1,0
"581",1740497676,2.02502e+13,18.35038926,-64.69956772,0.0857,5.12232307,-0.58527826,-0.656732197,-0.252136256,18.68402672,0.381492162,-138.2926958,3,5.748000145,1.682160139,16.59,5.748000145,0,0,1,0,1,0
"591",1740497677,2.02502e+13,18.35038342,-64.69957183,0.2087,5.12232307,-0.389709698,-0.620870592,0.090233518,11.98820291,5.386032546,-147.8842739,3,5.764999866,0.575582325,16.73,5.764999866,0,0,1,0,1,0
"601",1740497678,2.02502e+13,18.35037785,-64.69957627,0.0727,5.12232307,-0.471781833,-0.617524825,-0.004742587,-0.835635684,2.435129796,-142.6206413,3,5.808000088,0.970283926,16.7,5.808000088,0,0,1,0,1,0
"611",1740497679,2.02502e+13,18.35037246,-64.69958064,0.0727,5.12232307,-0.489026847,-0.571363726,0.001777937,-7.789660218,2.808291765,-139.440026,3,5.839000225,0.916921675,16.78,5.839000225,0,0,1,0,1,0
"621",1740497680,2.02502e+13,18.35036827,-64.69958776,0.0987,5.12232307,-0.90119346,-0.354885542,0.009509797,-1.646260167,-3.949904932,-111.4943156,3,5.81400013,1.958137035,16.76,5.81400013,0,0,1,0,1,0
"631",1740497681,2.02502e+13,18.35037033,-64.6995975,0.0687,5.12232307,-0.931798004,-0.462345859,-0.030494543,-14.62157048,2.649942737,-110.7417104,1,5.879000187,0.617656648,16.62,5.879000187,0,0,1,0,1,0
"641",1740497682,2.02502e+13,18.3503695,-64.699607,0.0857,5.12232307,-0.845104452,-0.160142483,0.013972366,-8.08182081,-1.580235906,-90.12157687,1,5.907999992,0.654706001,16.45,5.907999992,0,0,1,0,1,0
"651",1740497683,2.02502e+13,18.35036805,-64.6996175,0.1077,5.12232307,-0.981759022,-0.097225044,0.049711075,-11.7201768,-3.590022136,-95.65567914,3,5.920000076,0.728576779,16.39,5.920000076,0,0,1,0,1,0
"661",1740497684,2.02502e+13,18.35036599,-64.69962664,0.1037,5.12232307,-0.935167416,-0.341639971,-0.01063747,-7.665573565,1.842682817,-110.0685482,3,5.927000046,0.924332857,16.45,5.927000046,0,0,1,0,1,0
"671",1740497685,2.02502e+13,18.3503622,-64.69963501,0.1337,5.12232307,-0.815738632,-0.498452849,0.065366352,17.52368986,-3.640877608,-121.4268427,3,5.907000065,1.12755096,16.51,5.907000065,0,0,1,0,1,0
"681",1740497686,2.02502e+13,18.35036367,-64.69964433,0.0947,5.12232307,-0.862475459,-0.629850692,-0.049323925,23.58082844,-2.099727047,-113.0025764,1,5.955999851,1.501845837,16.9,5.955999851,0,0,1,0,1,0
"691",1740497687,2.02502e+13,18.35036083,-64.6996525,0.0767,5.12232307,-0.802852187,-0.272375333,-0.127878452,11.40030953,-1.069272153,-124.8439566,1,6.022999763,1.285843492,16.59,6.022999763,0,0,1,0,1,0
"701",1740497688,2.02502e+13,18.35036,-64.699662,0.1517,5.12232307,-1.028226571,-0.127343479,0.091206382,11.50902398,7.126397386,-144.3761326,1,6.065999985,0.510469019,16.64,6.065999985,0,0,1,0,1,0
"711",1740497689,2.02502e+13,18.35035733,-64.69966767,0.0767,5.12232307,-0.572217314,-0.26768091,-0.066020826,1.689313639,-0.198057507,-153.4691071,1,6.092000008,1.165881157,16.51,6.092000008,0,0,1,0,1,0
"721",1740497690,2.02502e+13,18.3503505,-64.69967133,0.1647,5.12232307,-0.440245501,-0.895091321,0.089422211,18.35880544,3.07551917,-139.4894534,1,6.086999893,1.055404902,16.76,6.086999893,0,0,1,0,1,0
"731",1740497691,2.02502e+13,18.3503445,-64.699674,0.0857,5.12232307,-0.307728145,-0.610521452,-0.082124038,-9.463677003,-4.109239642,-104.767341,1,6.147999763,0.866571605,16.48,6.147999763,0,0,1,0,1,0
"741",1740497692,2.02502e+13,18.35034083,-64.699681,0.1297,5.12232307,-0.835535216,-0.393173028,0.045514476,-15.96582561,7.010098859,-85.2787555,1,6.212999821,0.825324893,16.48,6.212999821,0,0,1,0,1,0
"751",1740497693,2.02502e+13,18.350342,-64.6996905,0.1427,5.12232307,-0.985746166,0.077060595,0.064979883,-17.79532659,-0.909062218,-48.56758208,1,6.262000084,1.273076057,16.81,6.262000084,0,0,1,0,1,1
"761",1740497694,2.02502e+13,18.35034467,-64.69969783,0.1517,5.12232307,-0.740900268,0.346590103,-1.79e-05,-22.38766056,2.70538511,-20.79204098,1,6.263999939,0.554231644,16.78,6.263999939,0,0,1,0,1,1
"771",1740497695,2.02502e+13,18.35035307,-64.69970169,0.2747,5.12232307,-0.19598577,0.914105465,0.165000937,-24.25958385,-28.56103533,-12.10111523,3,6.320000172,2.485529661,16.81,6.320000172,0,0,1,0,1,1
"781",1740497696,2.02502e+13,18.35036073,-64.69970266,0.8107,5.12232307,-0.044309087,0.808498063,0.532675061,-12.92043271,-42.02318078,-3.136912212,3,6.369999886,2.485529661,16.37,6.369999886,0,0,1,0,1,1
"791",1740497697,2.02502e+13,18.35036771,-64.69970298,1.4607,5.12232307,-0.035144518,0.757286446,0.659489879,-5.890605695,-46.92931083,-2.657104912,3,6.380000114,2.485529661,16.51,6.380000114,0,0,1,0,1,1
"801",1740497698,2.02502e+13,18.3503745,-64.6997033,2.0717,5.12232307,-0.025338857,0.757108518,0.61755547,-0.047906644,-44.44038218,-1.916856534,3,6.352000237,2.485529661,16.53,6.352000237,0,0,1,0,1,1
"811",1740497699,2.02502e+13,18.35038133,-64.69970352,2.6127,5.12232307,-0.031909355,0.759426916,0.540272923,5.432469312,-43.26592048,-2.406021197,3,6.22300005,2.485529661,16.53,6.289000034,0,0,1,0,1,1
"821",1740497700,2.02502e+13,18.35038815,-64.69970437,3.1487,5.12232307,-0.163893421,0.768809012,0.50784524,7.893941022,-44.8462185,-12.03408469,3,5.400000095,2.485529661,16.51,6.289000034,0,0,1,0,1,1
"831",1740497701,2.02502e+13,18.35039059,-64.69970601,3.5477,1,-0.251221758,0.141886778,0.484081128,9.072301047,-41.98104191,-20.12314256,2,4.705999851,2.797851086,16.51,6.289000034,0,0,1,0,1,1
"841",1740497702,2.02502e+13,18.35039295,-64.69970793,4.1497,1,-0.289941799,0.285761794,0.571738068,9.282766571,-47.54861114,-22.67815331,2,4.09499979,1.599330306,16.51,6.289000034,0,0,1,0,1,1
"851",1740497703,2.02502e+13,18.35039958,-64.69971152,4.7477,1,-0.349547562,0.744845931,0.598297127,8.027122928,-46.17657932,-25.14013003,3,3.503000021,0.973074973,16.73,3.503000021,0,0,1,0,1,1
"861",1740497704,2.02502e+13,18.35039819,-64.699711,5.3147,1,0.367215962,-0.691037847,0.577294351,6.535812915,-37.54144469,-27.98608646,3,2.816999912,0.599509835,16.76,2.816999912,0,0,1,0,1,1
"871",1740497705,2.02502e+13,18.35040244,-64.69971411,5.3667,0.643005531,-0.562388245,0.813757673,0.029896056,-2.694472385,-6.813333419,-34.6483783,3,1.983999968,2.353623867,16.45,0.643005531,0,0,1,0,1,1
"881",1740497706,2.02502e+13,18.35040985,-64.69971935,5.4767,0.643005531,-0.536876358,0.831792994,0.114620686,2.518375317,-9.812985808,-32.84001677,3,1.817999959,2.216014147,16.53,0.643005531,0,0,1,0,1,1
"891",1740497707,2.02502e+13,18.3504106,-64.69971986,5.5427,0.643005531,0,0,0.120104972,2.407038071,-5.432493644,-32.07888754,3,1.503999949,2.703039646,16.76,0.643005531,0,0,1,0,1,1
"901",1740497708,2.02502e+13,18.3504106,-64.69971986,5.4637,0.643005531,0,0,-0.081949853,-1.652454083,-5.844347795,-32.16505724,3,1.297000051,2.47349453,16.78,0.643005531,0,0,1,0,1,1
"911",1740497709,2.02502e+13,18.35041191,-64.69972103,5.3447,0.783781198,-0.22681029,0.239924915,-0.144974806,-2.892192345,-7.354971456,-31.81030392,2,0.795000017,2.474410295,16.81,0.783781198,0,0,1,0,1,1
"921",1740497710,2.02502e+13,18.35041284,-64.69972219,5.3187,0.852571614,-0.111477085,0.100736934,-0.024127509,-0.596243978,-9.739182173,-36.00449236,2,0.769999981,2.466190577,16.51,0.852571614,0,0,1,0,1,1
"931",1740497711,2.02502e+13,18.35041328,-64.69971896,5.4547,0.891683618,-1.41e-14,0,0.144019516,-1.267260838,-7.862729608,-38.54864311,2,0.806999981,2.188364267,16.37,0.806999981,0,0,1,0,1,1
"941",1740497712,2.02502e+13,18.3504193,-64.69972439,5.4507,0.891683618,-0.640566978,0.735391714,-0.027524877,-1.21568318,-0.49746484,-41.05768668,3,0.824999988,2.616326094,16.67,0.824999988,0,0,1,0,1,1
"951",1740497713,2.02502e+13,18.35042431,-64.69972857,5.3407,0.821194622,0,0,-0.125814522,2.293701714,2.924066501,-39.44046123,2,0.839999974,2.592507601,16.59,0.839999974,0,0,1,0,1,1
"961",1740497714,2.02502e+13,18.35042854,-64.69973051,5.2047,0.872148121,-1.15e-14,0,-0.129201526,7.391545424,3.646547521,-36.22973159,2,0.860000014,2.592507601,16.53,0.860000014,0,0,1,0,1,1
"971",1740497715,2.02502e+13,18.35043592,-64.69973576,5.1297,0.872148121,-0.524467648,0.84520579,-0.075049864,12.82575686,2.088267479,-31.82046724,3,0.888999999,2.592507601,16.56,0.888999999,0,0,1,0,1,1
"981",1740497716,2.02502e+13,18.35044378,-64.69974031,5.1127,0.872148121,-0.447399437,0.894212332,-0.035628803,13.38908887,0.8224254,-26.58009152,3,0.924000025,2.592507601,16.67,0.924000025,0,0,1,0,1,1
"991",1740497717,2.02502e+13,18.35045165,-64.69974397,5.0507,1.157314931,-0.064843846,0.160529198,-0.070836309,14.49114285,-0.290855972,-21.09307075,2,0.967000008,2.592507601,16.51,0.967000008,0,0,1,0,1,1
"1001",1740497718,2.02502e+13,18.3504563,-64.69974601,5.0377,1.27888638,-0.315722054,0.93917581,-0.008330511,12.27743591,-0.691219233,-18.58106971,3,1.013000011,2.592507601,16.48,1.013000011,0,0,1,0,1,1
"1011",1740497719,2.02502e+13,18.35046338,-64.69974894,4.9977,1.204963777,-0.14574456,0.255088373,-0.043325287,9.064989327,-2.000715095,-17.02398409,2,1.059999943,2.592507601,16.37,1.059999943,0,0,1,0,1,1
"1021",1740497720,2.02502e+13,18.35046883,-64.69975027,5.0117,1.217392661,-0.28636816,0.94009858,0.022020267,6.17869592,-1.389791168,-16.94153002,3,1.100999951,2.592507601,16.56,1.100999951,0,0,1,0,1,1
"1031",1740497721,2.02502e+13,18.35047724,-64.69975313,5.0377,1.217392661,-0.319071951,0.931460826,0.037383361,3.619621625,-3.742407553,-18.90890524,3,1.074000001,2.592507601,16.53,1.074000001,0,0,1,0,1,1
"1041",1740497722,2.02502e+13,18.35048556,-64.69975645,5.0767,1.217392661,-0.378011786,0.917610919,0.03788094,2.05105254,-2.698621086,-22.389325,3,1.065000057,2.592507601,16.59,1.065000057,0,0,1,0,1,1
"1051",1740497723,2.02502e+13,18.35049005,-64.6997582,5.1477,1.001013274,-0.438243152,0.89660826,0.049813322,0.57492663,-1.37256329,-26.04841574,3,1.042999983,2.706411123,16.37,1.042999983,0,0,1,0,1,1
"1061",1740497724,2.02502e+13,18.35049529,-64.69976088,5.1347,1.001802692,-0.49015803,0.871584048,-0.019421877,1.164916287,-0.879735937,-29.35237067,3,1.024000049,2.706411123,16.45,1.024000049,0,0,1,0,1,1
"1071",1740497725,2.02502e+13,18.35050219,-64.69976531,5.0687,1.001802692,-0.535298118,0.842262037,-0.070584155,0.878472832,0.330752002,-32.43793705,3,1.008000016,2.826976776,16.42,1.008000016,0,0,1,0,1,1
"1081",1740497726,2.02502e+13,18.35050977,-64.69977038,4.9847,1.001802692,-0.536434414,0.839993951,-0.088463739,2.559226053,0.658634417,-32.56300469,3,1.008999944,2.826976776,16.53,1.008999944,0,0,1,0,1,1
"1091",1740497727,2.02502e+13,18.35051524,-64.69977562,4.9457,1.063802344,-0.520408538,0.849692265,-0.050772961,4.10738183,-1.069048251,-31.48610887,3,1.042000055,2.826976776,16.56,1.042000055,0,0,1,0,1,1
"1101",1740497728,2.02502e+13,18.35051873,-64.69977747,4.9677,1.066436793,0.4930078,-0.616678992,-0.004982568,3.997688099,-1.542722893,-31.35627376,2,1.05400002,2.923774481,16.42,1.05400002,0,0,1,0,1,1
"1111",1740497729,2.02502e+13,18.35051958,-64.69977876,4.9897,1.069690229,-0.233806252,0.224101671,-0.016216234,5.265860448,-0.379542542,-30.52741635,2,1.052999973,2.923774481,16.48,1.052999973,0,0,1,0,1,1
"1121",1740497730,2.02502e+13,18.35052439,-64.69978139,4.9977,1.104916947,-0.483402181,0.873668954,-0.007087553,5.665650346,-1.113637556,-28.95582341,3,1.065999985,2.923774481,16.48,1.065999985,0,0,1,0,1,1
"1131",1740497731,2.02502e+13,18.35053228,-64.69978589,4.9807,1.104916947,-0.473520069,0.879511413,-0.029043485,4.046965797,-0.834611102,-28.29758418,3,1.069000006,2.923774481,16.56,1.069000006,0,0,1,0,1,1
"1141",1740497732,2.02502e+13,18.35053768,-64.69978856,4.9587,1.053431515,-0.470360198,0.881382083,-0.01058441,3.130715656,-0.748969997,-28.08715964,3,1.062999964,2.923774481,16.28,1.062999964,0,0,1,0,1,1
"1151",1740497733,2.02502e+13,18.35054079,-64.69979008,4.9717,1.031187377,-0.031391506,-0.045358415,-0.002882053,3.221872247,-1.288552573,-27.69527739,2,1.044999957,2.923774481,16.59,1.044999957,0,0,1,0,1,1
"1161",1740497734,2.02502e+13,18.35054596,-64.69979191,4.9807,1.044811481,0.177873451,-0.129877084,0.012680665,2.711707946,0.020583183,-28.3287845,2,1.039000034,2.923774481,16.7,1.039000034,0,0,1,0,1,1
"1171",1740497735,2.02502e+13,18.35055028,-64.69979468,4.9587,1.069904992,0,0,-0.003020858,3.575788444,0.017485771,-27.44827034,2,1.029000044,2.923774481,16.31,1.029000044,0,0,1,0,1,1
"1181",1740497736,2.02502e+13,18.35055828,-64.69979902,4.9147,1.069904992,-0.456361837,0.88933746,-0.045700704,4.173012287,0.093712017,-27.16455101,3,1.024999976,2.923774481,16.45,1.024999976,0,0,1,0,1,1
"1191",1740497737,2.02502e+13,18.3505663,-64.69980329,4.8747,1.069904992,-0.44778195,0.89384301,-0.04292004,4.35288581,0.931115093,-26.60916764,3,1.029999971,2.923774481,16.64,1.029999971,0,0,1,0,1,1
