"","timestamp_ros","timestamp_sys...Y.m.d.H.M.S..f.","latitude","longitude","depth","distance_to_ocean_floor","velX","velY","velZ","roll","pitch","yaw","navMode","acousticAltimeter","forwardStereo","battery_volts","altitudeUsed","cotsNumFound","cotsNumMaybe","missionState","errorState","storeData","storeImageData"
"11481",1740498766,2.02502e+13,18.35091984,-64.69899723,2.3837,1.592591231,-0.727796707,0.450739442,0.336132318,-0.943411465,-22.83056092,121.7708268,3,1.807000041,0.34252727,16.2,1.807000041,0,0,1,0,1,1
"11491",1740498767,2.02502e+13,18.35092181,-64.69900083,2.2917,0.922386847,-0.080982835,0.02914238,-0.086670658,-2.86450723,-6.412909167,119.6223934,2,1.506000042,0.611305535,16.12,1.506000042,0,0,1,0,1,1
"11501",1740498768,2.02502e+13,18.35092296,-64.69900408,2.2347,1.035391564,-0.373326978,0.150752839,-0.059141477,0.5243481,5.09722942,124.4981701,2,1.414999962,1.195233107,15.42,1.414999962,0,0,1,0,1,1
"11511",1740498769,2.02502e+13,18.35092357,-64.6990061,2.1817,1.22605326,0.091180635,-0.149651197,-0.073556741,7.206140727,5.379403418,131.818428,2,1.287999988,1.31459105,16.14,1.287999988,0,0,1,0,1,1
"11521",1740498770,2.02502e+13,18.3509208,-64.69900255,2.1507,1.112878511,0.657154489,-0.487888979,-0.036924523,13.28959774,-14.47302747,134.7968935,2,1.218000054,0.505214274,16.28,1.112878511,0,0,1,0,1,1
"11531",1740498771,2.02502e+13,18.35092398,-64.6990074,2.1637,1.112878511,-0.76769744,0.45745122,-0.039746383,3.889953352,-8.622144462,120.7896732,3,0.933000028,0.388581425,16.23,0.933000028,0,0,1,0,1,1
"11541",1740498772,2.02502e+13,18.35092547,-64.69901022,2.0147,1.112878511,0.432637589,-0.230779612,-0.154360778,12.40843642,3.576578825,118.0766084,3,0.898999989,1.125023246,15.92,0.898999989,0,0,1,0,1,1
"11551",1740498773,2.02502e+13,18.35092239,-64.69900629,1.8607,1.112878511,0.6412407,-0.748089615,-0.169135922,14.25827685,6.895026352,139.3978267,3,0.95599997,1.822979212,16.28,0.95599997,0,0,1,0,1,1
"11561",1740498774,2.02502e+13,18.35091516,-64.69900177,1.7867,1.112878511,0.382703791,-0.805083987,-0.073480402,22.09962967,-6.836862148,154.5755643,3,0.94599998,1.433092237,15.98,0.94599998,0,0,1,0,1,1
"11571",1740498775,2.02502e+13,18.35090983,-64.69899906,1.8347,1.112878511,0.211624996,-0.391213852,0.055190114,15.89053299,-6.31590337,151.5891245,3,0.818000019,1.060306787,16.25,0.818000019,0,0,1,0,1,1
"11581",1740498776,2.02502e+13,18.35090637,-64.69899665,1.7907,1.112878511,0.289779404,-0.375308865,-0.041862269,1.81726554,-0.346545353,142.3279926,3,0.778999984,1.154428244,16.28,0.778999984,0,0,1,0,1,1
"11591",1740498777,2.02502e+13,18.35090321,-64.69899348,1.7157,1.112878511,0.370126553,-0.328207633,-0.074988884,-3.953863028,-1.703198992,131.5648742,3,0.791999996,1.297642231,16.28,0.791999996,0,0,1,0,1,1
"11601",1740498778,2.02502e+13,18.35090137,-64.69898974,1.5667,0.871908164,0.343741436,-0.076294175,-0.166642371,-1.584890682,-4.604031956,124.6286848,2,0.802999973,1.082803726,16.28,0.802999973,0,0,1,0,1,1
"11611",1740498779,2.02502e+13,18.35090073,-64.6989883,1.5317,0.809654413,0.384157766,-0.20807752,-0.027492027,4.585395351,-3.031427935,121.5920055,2,0.769999981,0.860640049,16.12,0.769999981,0,0,1,0,1,1
"11621",1740498780,2.02502e+13,18.35089654,-64.69898104,1.5317,0.809654413,0.853220354,-0.512648441,-0.003639715,5.608255392,4.408107909,120.9991517,3,0.730000019,1.614392519,15.92,0.730000019,0,0,1,0,1,1
"11631",1740498781,2.02502e+13,18.3508925,-64.69897424,1.3907,0.809654413,0.417812738,-0.27188608,-0.14767477,7.332379743,4.264502277,123.0535743,3,0.698000014,1.401543856,15.98,0.698000014,0,0,1,0,1,1
"11641",1740498782,2.02502e+13,18.35089001,-64.69897032,1.2107,0.809654413,0.407596958,-0.286008118,-0.18185759,5.609106178,6.473578344,125.0571325,3,0.683000028,2.724672318,16.25,0.683000028,0,0,1,0,1,1
"11651",1740498783,2.02502e+13,18.35088718,-64.69896672,1.0037,0.769571912,0.138001875,-0.158823375,-0.159923832,3.931453596,3.381609298,130.4605688,2,0.677999973,2.338229179,16.31,0.677999973,0,0,1,0,1,1
"11661",1740498784,2.02502e+13,18.35088677,-64.69896638,0.8677,0.808929625,0.024136279,-0.030424251,-0.13611422,7.744493014,2.402756395,132.5578611,2,0.694999993,2.123535872,16,0.694999993,0,0,1,0,1,1
"11671",1740498785,2.02502e+13,18.35088215,-64.69896138,0.7577,1.576824614,0.73970958,-0.664414598,-0.135826259,10.11745611,2.60826256,131.930549,3,0.75,2.460253954,15.89,0.75,0,0,1,0,1,1
"11681",1740498786,2.02502e+13,18.35087734,-64.69895583,0.5647,1.576824614,0.725190773,-0.673930643,-0.195380373,7.253396261,6.059910777,132.9018193,3,0.800999999,1.446174026,16.09,0.800999999,0,0,1,0,1,1
"11691",1740498787,2.02502e+13,18.3508712,-64.69894905,0.4197,1.576824614,0.710218485,-0.683946766,-0.09302738,11.46306277,-8.454773178,133.9204911,3,0.845000029,2.575333357,16.12,0.845000029,0,0,1,0,1,1
"11701",1740498788,2.02502e+13,18.35086575,-64.69894217,0.8017,1.576824614,0.735976128,-0.525563473,0.462189125,9.51616361,-35.74599563,125.5308268,3,0.870999992,0.609541774,15.59,0.870999992,0,0,1,0,1,1
"11711",1740498789,2.02502e+13,18.35086461,-64.69893871,1.0617,0.583539769,-0.810191827,0.324023441,0.258843744,8.091495777,-17.47229267,111.7982006,3,0.885999978,0.410336763,16.25,0.885999978,0,0,1,0,1,1
"11721",1740498790,2.02502e+13,18.35086447,-64.69893533,1.0257,0.583539769,0.84637004,-0.066750607,-0.045767355,0.188775611,2.453517739,94.50944201,3,0.809000015,0.556114793,16.28,0.809000015,0,0,1,0,1,1
"11731",1740498791,2.02502e+13,18.3508638,-64.69892937,1.0177,0.583539769,0.428842775,-0.086531653,-0.002410235,-5.870126646,5.024233028,101.407968,3,0.736999989,0.556114793,16.2,0.736999989,0,0,1,0,1,1
"11741",1740498792,2.02502e+13,18.35086245,-64.69892526,0.7717,0.583539769,0.431770847,-0.212897402,-0.237826887,-0.006186393,2.462970084,116.2470083,3,0.681999981,0.556114793,16.25,0.681999981,0,0,1,0,1,1
"11751",1740498793,2.02502e+13,18.35086245,-64.69892526,0.4857,0.583539769,0,0,-0.288923322,2.077948127,-5.728163674,124.9249375,3,0.665000021,0.556114793,16.23,0.665000021,0,0,1,0,1,1
"11761",1740498794,2.02502e+13,18.35086115,-64.6989248,0.3887,0.867208597,0.06929445,-0.259731179,-0.096839545,-1.084436673,-13.79833517,123.2396561,2,0.699999988,2.216082335,16.28,0.867208597,0,0,1,0,1,1
"11771",1740498795,2.02502e+13,18.35086005,-64.69892514,0.2487,1.063902549,-0.086814593,-0.110615569,-0.142217531,-0.98851026,-8.466448537,124.303356,2,0.746999979,2.605724573,16.28,1.063902549,0,0,1,0,1,1
"11781",1740498796,2.02502e+13,18.35085812,-64.69892394,0.0947,1.273682351,0.738630762,-0.665573924,-0.13630868,0.909197541,-7.222213875,132.0217935,3,0.825999975,1.842691422,14.89,1.273682351,0,0,1,0,1,1
"11791",1740498797,2.02502e+13,18.35085185,-64.69891739,0.0907,1.282223994,0.665456556,-0.682155367,-0.019064269,2.255972589,-21.8268745,135.7099877,3,0.931999981,2.243291378,16,1.282223994,0,0,1,0,1,1
"11801",1740498798,2.02502e+13,18.3508476,-64.69891303,0.6177,1.156012317,0.107938885,-0.163297297,0.510909201,2.286966504,-41.72907615,127.699177,2,1.180999994,0.545468926,15.95,1.180999994,0,0,1,0,1,1
"11811",1740498799,2.02502e+13,18.35084615,-64.69891332,1.1627,0.823944924,-0.733265053,0.36812517,0.557287078,-1.243673625,-31.39666963,116.6583225,3,1.157999992,0.556887388,15.98,1.157999992,0,0,1,0,1,1
"11821",1740498800,2.02502e+13,18.35084896,-64.69892085,1.3207,0.823944924,-0.832999897,0.273637837,0.203277655,-6.899155203,-15.92530721,108.1852273,3,1.143000007,0.455599993,16.2,1.143000007,0,0,1,0,1,1
"11831",1740498801,2.02502e+13,18.35084945,-64.69892245,1.2717,0.823944924,0,0,0.005272054,-2.99721892,6.928291093,105.9042131,3,1.248999953,0.922132075,16.25,0.823944924,0,0,1,0,1,1
"11841",1740498802,2.02502e+13,18.35084945,-64.69892245,1.0837,0.823944924,0,0,-0.189429028,-2.798524591,4.418078709,110.2032484,3,1.353999972,1.121309996,16.25,0.823944924,0,0,1,0,1,1
"11851",1740498803,2.02502e+13,18.35084945,-64.69892245,0.8987,0.823944924,0,0,-0.189116606,-3.285676482,-1.419850414,119.4390677,3,0.834999979,1.220731735,16.25,0.823944924,0,0,1,0,1,1
"11861",1740498804,2.02502e+13,18.35084907,-64.69892278,0.6527,0.802021667,-0.07118711,-0.08562656,-0.19497903,-1.315914321,-0.933955278,127.8042902,2,0.782999992,2.924091101,16.28,0.802021667,0,0,1,0,1,1
"11871",1740498805,2.02502e+13,18.35084851,-64.69892351,0.4897,0.886821398,-0.13610446,-0.068742239,-0.163881322,-1.53228604,-3.462636715,128.1540165,2,0.764999986,2.376131535,16.28,0.886821398,0,0,1,0,1,1
"11881",1740498806,2.02502e+13,18.35085012,-64.69892404,0.3227,1.212135115,-0.059326631,0.454465028,-0.189813881,0.715302009,-10.4945877,124.8448774,2,0.597000003,2.201582909,15.59,1.212135115,0,0,1,0,1,1
"11891",1740498807,2.02502e+13,18.35085224,-64.69892442,0.2177,1.273414722,1.5e-14,0,-0.089874366,7.03187351,-9.03485196,105.3093581,2,0.699999988,2.021608353,16.17,1.273414722,0,0,1,0,1,1
"11901",1740498808,2.02502e+13,18.35084955,-64.69891768,0.3887,1.132816029,0.862154318,-0.316559626,0.183346682,6.953218731,-23.62768526,110.1619018,3,0.91900003,1.030079842,16.12,0.91900003,0,0,1,0,1,1
"11911",1740498809,2.02502e+13,18.35084843,-64.69891274,0.5167,1.245620015,0.884997554,-0.264530942,0.121719914,1.168721557,-10.51701122,106.6417509,3,0.856999993,1.386218309,15.89,0.856999993,0,0,1,0,1,1
"11921",1740498810,2.02502e+13,18.35084588,-64.69890437,0.6437,1.245620015,0.881457652,-0.286595315,0.156969246,-0.483585517,-5.844404998,108.0113477,3,0.796999991,1.42248261,16.17,0.796999991,0,0,1,0,1,1
"11931",1740498811,2.02502e+13,18.35084323,-64.69889608,0.6967,1.245620015,0.869393678,-0.322977702,0.106120619,-1.442344263,3.720089475,110.3799523,3,0.796999991,1.885518432,15.98,0.796999991,0,0,1,0,1,1
"11941",1740498812,2.02502e+13,18.35083986,-64.6988879,0.4637,1.245620015,0.8585654,-0.394495336,-0.216141119,5.2854806,5.743301513,114.6779699,3,0.796999991,2.538106918,16.09,0.796999991,0,0,1,0,1,1
"11951",1740498813,2.02502e+13,18.35083544,-64.69888666,0.2357,0.8953693,0.421858609,-0.373824392,-0.165683495,12.66917472,-3.570417565,122.0299028,2,0.805000007,1.604631662,16.28,0.805000007,0,0,1,0,1,1
"11961",1740498814,2.02502e+13,18.35083258,-64.69888378,0.1997,0.930128507,0,0,-0.000101755,7.867853959,3.176954132,123.486103,2,0.856000006,1.541381955,15.92,0.856000006,0,0,1,0,1,1
"11971",1740498815,2.02502e+13,18.35082634,-64.69887561,0.2137,1.473243659,0.259349973,-0.289847282,0.008395536,6.737386384,-11.98750452,130.0385039,2,0.916000009,1.617362261,15.92,1.473243659,0,0,1,0,1,1
"11981",1740498816,2.02502e+13,18.35082339,-64.69887105,0.5827,1.179819347,0.755113129,-0.544136854,0.379695941,2.043395468,-27.99973872,125.7766829,3,1.018000007,1.306041479,16.12,1.179819347,0,0,1,0,1,1
"11991",1740498817,2.02502e+13,18.35082015,-64.69886619,0.9427,1.179819347,0.852343176,-0.436899156,0.335263852,-1.651031269,-11.17264985,117.1390826,3,1.110000014,0.886471272,16,1.179819347,0,0,1,0,1,1
"12001",1740498818,2.02502e+13,18.35081696,-64.69885983,1.0877,0.929812289,0.338965335,-0.213576672,0.144039489,-0.719294042,-11.916748,116.8209562,2,0.921999991,0.768586159,16.25,0.929812289,0,0,1,0,1,1
"12011",1740498819,2.02502e+13,18.35081729,-64.69885764,1.0967,0.789061032,0,0,-0.044991918,-2.603325185,-8.525267585,113.5855798,2,1.136000037,0.780739486,16.23,1.136000037,0,0,1,0,1,1
"12021",1740498820,2.02502e+13,18.35081699,-64.69885709,0.9167,0.823443661,0.113833465,-0.19656623,-0.182255159,-4.112686754,-2.017383964,127.0846373,2,1.136000037,1.46998632,16.09,1.136000037,0,0,1,0,1,1
"12031",1740498821,2.02502e+13,18.35081422,-64.69885489,0.8547,0.773267807,0.66963139,-0.722468802,-0.072145715,1.133693133,-13.02260213,137.1736773,3,0.944999993,1.189486504,16.06,0.944999993,0,0,1,0,1,1
"12041",1740498822,2.02502e+13,18.35080818,-64.69884802,1.2677,0.773267807,0.778714847,-0.616950184,0.412951962,1.992667635,-6.896175959,128.3886746,3,0.935000002,1.803237081,16.17,0.935000002,0,0,1,0,1,1
"12051",1740498823,2.02502e+13,18.35080657,-64.69884576,1.2237,0.773267807,0,0,-0.124986958,-3.177711003,-1.212435531,125.825792,3,0.935000002,1.401772499,16.25,0.935000002,0,0,1,0,1,1
"12061",1740498824,2.02502e+13,18.35080656,-64.69884458,1.0037,0.939659575,0.792445072,-0.600402936,-0.227361336,0.047296836,0.058965071,127.1497529,3,0.935000002,2.375458241,15.89,0.939659575,0,0,1,0,1,1
"12071",1740498825,2.02502e+13,18.35080313,-64.69884172,0.9117,0.945237106,0.443197014,-0.67792254,-0.068327013,5.221413829,-3.166187402,130.1860873,2,0.879000008,1.402862668,16.17,0.879000008,0,0,1,0,1,1
"12081",1740498826,2.02502e+13,18.35079923,-64.69883759,0.9117,1.025550898,0.066664734,-0.158832604,-0.001584756,5.034761768,4.420723273,128.5078341,2,0.971000016,1.758356094,15.84,0.971000016,0,0,1,0,1,1
"12091",1740498827,2.02502e+13,18.35079472,-64.69883139,0.9027,1.471993548,0.326939617,-0.252979063,-0.024982457,4.437552865,5.497459865,127.0739959,2,1.146999955,1.318259597,15.89,1.146999955,0,0,1,0,1,1
"12101",1740498828,2.02502e+13,18.35079178,-64.69882366,0.7667,1.666535704,0.680734146,-0.158140979,-0.123764078,6.376898262,-3.986589037,130.0658793,2,1.253000021,2.793487072,15.98,1.253000021,0,0,1,0,1,1
"12111",1740498829,2.02502e+13,18.35079054,-64.69882185,0.8197,1.836264234,0,0,0.032275108,9.755308255,-5.474071155,129.9368536,2,1.333999991,1.710826874,15.84,1.333999991,0,0,1,0,1,1
"12121",1740498830,2.02502e+13,18.35078555,-64.69881521,0.9737,1.836264234,0.786921502,-0.602678485,0.171227297,8.196376784,-5.250061787,127.4474161,3,1.463999987,1.716194272,16.2,1.463999987,0,0,1,0,1,1
"12131",1740498831,2.02502e+13,18.35078028,-64.69880767,1.1977,1.836264234,0.802833002,-0.571902255,0.281054524,6.530084519,-6.765800408,125.4644134,3,1.417000055,2.751182318,16.17,1.417000055,0,0,1,0,1,1
"12141",1740498832,2.02502e+13,18.35077686,-64.69880007,1.3207,1.233175834,0.621393772,-0.089151818,0.139787189,3.894032257,-7.698764881,123.6776967,2,1.373999953,2.684429407,16.14,1.373999953,0,0,1,0,1,1
"12151",1740498833,2.02502e+13,18.35077269,-64.69879307,1.3817,1.233175834,0.826400986,-0.496649756,0.061158062,4.924344464,-4.598777831,121.0050325,3,1.417999983,2.721352577,15.92,1.417999983,0,0,1,0,1,1
"12161",1740498834,2.02502e+13,18.35076815,-64.69878529,1.5577,1.233175834,0.814500673,-0.517594728,0.164365318,5.127681829,-6.665337681,122.4349775,3,1.32099998,2.22379303,15.81,1.32099998,0,0,1,0,1,1
"12171",1740498835,2.02502e+13,18.35076351,-64.69877757,1.6237,1.233175834,0.817821462,-0.505791069,0.067136699,4.489437135,-4.594540978,121.7352381,3,1.195000052,1.893012762,16,1.195000052,0,0,1,0,1,1
"12181",1740498836,2.02502e+13,18.35076118,-64.6987737,1.6767,0.89328286,0.29810767,-0.192348674,0.051741578,4.700933592,1.338997914,118.9929059,2,1.136999965,2.612451553,15.98,1.136999965,0,0,1,0,1,1
"12191",1740498837,2.02502e+13,18.35075784,-64.69876746,1.6767,0.89328286,0.81729993,-0.48183552,-0.004324858,5.200876297,2.281999888,120.5213286,3,1.166000009,2.620482445,15.84,1.166000009,0,0,1,0,1,1
"12201",1740498838,2.02502e+13,18.35075511,-64.69876214,1.6457,1.88279571,0.728714353,-0.422996292,-0.021692077,6.462178327,0.936527166,124.5486213,2,1.442000031,1.765280247,15.95,1.88279571,0,0,1,0,1,1
"12211",1740498839,2.02502e+13,18.35075279,-64.69875875,1.6767,2.135312804,0.780559367,-0.565331326,0.041264258,6.255868547,-12.62460003,125.9145196,3,1.532999992,1.765280247,15.72,2.135312804,0,0,1,0,1,1
"12221",1740498840,2.02502e+13,18.35075136,-64.69875368,1.9527,1.654082877,0.783816316,-0.574911503,0.329795913,5.970317873,-23.38169249,129.1251775,2,1.549000025,1.765280247,15.89,1.654082877,0,0,1,0,1,1
"12231",1740498841,2.02502e+13,18.35074728,-64.69874869,2.2737,1.143515214,0.293680484,-0.120933236,0.338824105,2.199835671,-12.27453649,128.2431266,2,1.335000038,2.720813513,15.98,1.143515214,0,0,1,0,1,1
"12241",1740498842,2.02502e+13,18.3507443,-64.69874404,2.5547,1.530056333,0.173371597,-0.018192869,0.299923433,-4.168078754,-2.324264046,122.9773665,2,1.708999991,2.720813513,15.95,1.530056333,0,0,1,0,1,1
"12251",1740498843,2.02502e+13,18.35074394,-64.69874121,2.6037,1.705208827,0.211130591,0.126248613,0.012361706,-6.701743029,0.243409006,120.0573708,2,1.700000048,2.782786608,16.06,1.705208827,0,0,1,0,1,1
"12261",1740498844,2.02502e+13,18.35074269,-64.69873853,2.5727,1.596205387,0.367793055,-0.256281325,-0.022437242,-3.172856657,-10.08465156,125.4503159,2,1.700999975,2.782786608,15.84,1.700999975,0,0,1,0,1,1
"12271",1740498845,2.02502e+13,18.35074089,-64.69873654,2.6697,1.449503069,0.570341223,-0.581308441,0.124125146,1.159965679,-4.831975087,128.4907347,2,1.616000056,2.782786608,15.75,1.616000056,0,0,1,0,1,1
"12281",1740498846,2.02502e+13,18.35073832,-64.69873423,2.8147,1.400219255,0.558473742,-0.696388772,0.154614665,1.634967512,-3.10459188,127.3214469,2,1.565999985,2.638483047,15.86,1.565999985,0,0,1,0,1,1
"12291",1740498847,2.02502e+13,18.35073816,-64.69873114,3.0037,1.408603021,0.528264187,0.125942293,0.170476842,0.268650112,1.774713019,126.0306807,2,1.56099999,2.695712328,15.64,1.56099999,0,0,1,0,1,1
"12301",1740498848,2.02502e+13,18.3507369,-64.69873062,3.0427,1.491768124,-0.383412215,-0.418879975,0.048677235,1.48133772,-0.502437326,126.3913899,2,1.567000031,2.647708178,16.23,1.567000031,0,0,1,0,1,1
"12311",1740498849,2.02502e+13,18.35073431,-64.69872678,2.9727,1.39216806,0.499913101,-0.360471965,-0.021252698,2.60175851,-0.036016934,127.0163969,2,1.506999969,2.647708178,15.98,1.506999969,0,0,1,0,1,1
"12321",1740498850,2.02502e+13,18.35073287,-64.6987264,3.0037,1.360639587,-0.104247597,0.007867269,0.022596391,1.413798224,1.422774803,125.7102422,2,1.467000008,2.647708178,15.84,1.467000008,0,0,1,0,1,1
"12331",1740498851,2.02502e+13,18.35072962,-64.69872165,2.9987,1.357288005,0.772190549,-0.543474436,-0.012951604,-0.562652455,1.083323245,125.1382615,3,1.450000048,2.647708178,16.23,1.450000048,0,0,1,0,1,1
"12341",1740498852,2.02502e+13,18.35072822,-64.69872073,3.0517,1.380978868,-0.541050133,-0.093117765,0.081587413,1.753132815,3.042619417,124.4977774,2,1.450000048,2.647708178,15.81,1.450000048,0,0,1,0,1,1
"12351",1740498853,2.02502e+13,18.35072731,-64.69872119,3.0997,1.507345711,0.04519513,0.001950011,0.050435475,1.976984021,2.581703573,124.3981761,2,1.467000008,2.647708178,15.86,1.467000008,0,0,1,0,1,1
"12361",1740498854,2.02502e+13,18.35072296,-64.69871411,3.0297,1.604330753,0.565601542,-0.394256187,-0.054888256,1.169992827,0.12521953,125.1574065,2,1.5,2.647708178,15.84,1.5,0,0,1,0,1,1
"12371",1740498855,2.02502e+13,18.35071962,-64.69871134,3.0077,1.631216825,0,0,-0.060364216,2.073991738,-0.187916927,125.333967,2,1.531000018,2.647708178,15.92,1.531000018,0,0,1,0,1,1
"12381",1740498856,2.02502e+13,18.35071583,-64.69870642,3.0517,1.563113749,0.664941196,-0.642299153,0.087777061,2.307864543,0.621025567,125.9469664,2,1.562000036,2.647708178,16,1.562000036,0,0,1,0,1,1
"12391",1740498857,2.02502e+13,18.35071341,-64.69870336,3.1437,1.584421841,0,4.34e-14,0.084194283,2.173840389,-1.942865293,127.5165786,2,1.595000029,2.647708178,16,1.595000029,0,0,1,0,1,1
"12401",1740498858,2.02502e+13,18.35071389,-64.69870178,3.2497,1.5578088,0.51013278,0.134649,0.108420937,1.279159566,-2.852275638,130.0338389,2,1.620000005,2.647708178,16.03,1.620000005,0,0,1,0,1,1
"12411",1740498859,2.02502e+13,18.35070995,-64.69869671,3.3157,1.477032364,0.686410515,-0.652681361,0.066220782,2.965060884,-3.233253054,132.2110376,2,1.593000054,2.647708178,15.98,1.593000054,0,0,1,0,1,1
"12421",1740498860,2.02502e+13,18.35070774,-64.69869443,3.3897,1.309342939,0,0,0.105209504,3.282565329,-1.856920352,134.4278856,2,1.56400001,2.647708178,16.09,1.56400001,0,0,1,0,1,1
"12431",1740498861,2.02502e+13,18.3507038,-64.69868999,3.4117,1.439530577,0.642308157,-0.67170474,0.02714607,4.976510479,1.313531224,136.2816337,3,1.529000044,2.647708178,15.86,1.529000044,0,0,1,0,1,1
"12441",1740498862,2.02502e+13,18.35069941,-64.69868616,3.4297,1.342113348,0,-3.44e-14,0.027252607,4.63796947,-0.551337336,138.4949027,2,1.506000042,2.647708178,15.95,1.506000042,0,0,1,0,1,1
"12451",1740498863,2.02502e+13,18.35069761,-64.69868465,3.4957,1.420882093,0,3.46e-14,0.057322423,2.721861453,1.725733288,141.0919806,2,1.478000045,2.647708178,16.09,1.478000045,0,0,1,0,1,1
"12461",1740498864,2.02502e+13,18.3506925,-64.69868041,3.4997,1.507255717,0.415185972,-0.519792421,-0.012518043,1.292269905,1.13716191,143.6331807,2,1.468999982,2.647708178,16.09,1.468999982,0,0,1,0,1,1
"12471",1740498865,2.02502e+13,18.35069193,-64.69867869,3.5307,1.490520553,-5.76e-15,2.31e-14,0.033437967,-3.231482113,2.097152918,137.4738847,2,1.460999966,2.647708178,16.06,1.460999966,0,0,1,0,1,1
"12481",1740498866,2.02502e+13,18.35069088,-64.69867752,3.5747,1.369445819,-7.17e-15,0,0.056616668,-19.84867684,11.57810027,103.1606874,2,1.475999951,2.647708178,16.17,1.475999951,0,0,1,0,1,1
"12491",1740498867,2.02502e+13,18.35069067,-64.69867529,3.5917,1.798923763,0.036132778,0.070357378,-0.006260983,-25.84947146,-7.274125039,54.7637152,2,1.534999967,2.647708178,16.06,1.534999967,0,0,1,0,1,1
"12501",1740498868,2.02502e+13,18.3506938,-64.69867432,3.7237,1.395868632,0.296303851,0.542924307,0.139720636,-11.54022088,-14.69602469,39.77761739,2,1.534999967,2.527059317,15.81,1.534999967,0,0,1,0,1,1
"12511",1740498869,2.02502e+13,18.35069592,-64.69867278,3.8687,1.082530712,0.342125769,0.429719552,0.144740268,-4.018544089,-6.827550036,40.30747634,2,1.376000047,2.835458279,15.72,1.376000047,0,0,1,0,1,1
"12521",1740498870,2.02502e+13,18.35070086,-64.69866814,3.9387,0.959183719,0,-2.79e-14,0.073199634,-4.700196358,-1.665675947,40.00131983,2,1.291000009,2.97068119,16.03,1.291000009,0,0,1,0,1,1
"12531",1740498871,2.02502e+13,18.35070691,-64.69866417,4.0317,0.957105416,0.572883552,0.741831407,0.098164759,-8.153760657,2.890125358,37.67733347,3,1.289000034,2.97068119,15.67,1.289000034,0,0,1,0,1,1
"12541",1740498872,2.02502e+13,18.35071219,-64.69865983,3.9877,0.957105416,0.577626242,0.729243617,-0.041139419,-8.618966715,5.291564166,38.38239025,3,1.177999973,2.97068119,15.89,1.177999973,0,0,1,0,1,1
"12551",1740498873,2.02502e+13,18.35071658,-64.69865564,3.8907,1.010940739,-8.84e-15,0,-0.111469599,-6.938491557,7.388485498,39.18197687,2,1.049000025,2.97068119,16.12,1.049000025,0,0,1,0,1,1
"12561",1740498874,2.02502e+13,18.35071719,-64.69865778,3.7017,1.131154268,-0.537469017,-0.764273309,-0.20835167,-1.823905553,9.266333984,40.2011644,2,1.057000041,2.97068119,16.03,1.057000041,0,0,1,0,1,1
"12571",1740498875,2.02502e+13,18.35071682,-64.69866086,3.5177,1.158403739,0.617185962,0.695368714,-0.206204925,2.39420713,8.675221881,41.5912006,3,1.087000012,2.97068119,15.92,1.087000012,0,0,1,0,1,1
"12581",1740498876,2.02502e+13,18.35072231,-64.69865699,3.2977,1.381291543,0.4982411,0.560378056,-0.212349913,3.735824529,7.092555494,41.50779713,2,1.177000046,2.97068119,15.78,1.177000046,0,0,1,0,1,1
"12591",1740498877,2.02502e+13,18.35072511,-64.69865327,3.1927,1.487182319,0.623819476,0.613763714,-0.105080809,4.226668992,4.476141741,43.83548546,2,1.266000032,2.97068119,15.86,1.266000032,0,0,1,0,1,1
"12601",1740498878,2.02502e+13,18.35072329,-64.69864803,3.1527,1.590664226,0.32246588,0.309959623,-0.039712817,4.280184397,2.76351559,45.88615145,2,1.353000045,2.97068119,16.09,1.353000045,0,0,1,0,1,1
"12611",1740498879,2.02502e+13,18.35072583,-64.69864684,3.1707,1.633080455,0.719495763,0.638360236,0.014231133,3.96772106,-0.511503765,48.41952757,3,1.440000057,2.97068119,15.84,1.440000057,0,0,1,0,1,1
"12621",1740498880,2.02502e+13,18.3507301,-64.69864208,3.2057,1.54664314,0.604580995,0.56982607,0.057644396,2.114054654,-3.100375518,48.77592527,2,1.501999974,2.97068119,16,1.501999974,0,0,1,0,1,1
"12631",1740498881,2.02502e+13,18.35073376,-64.69864015,3.2717,1.479706531,0.685839832,0.633889801,0.066836614,0.236652799,-3.722453575,47.25425249,3,1.526000023,2.97068119,15.89,1.526000023,0,0,1,0,1,1
"12641",1740498882,2.02502e+13,18.35073578,-64.69863716,3.3947,1.283946027,0.696204302,0.557912374,0.093344819,1.044680155,-3.418949742,47.66557346,2,1.501999974,2.97068119,15.84,1.501999974,0,0,1,0,1,1
"12651",1740498883,2.02502e+13,18.35073856,-64.69863375,3.5217,1.244027491,0.707908607,0.607360034,0.127429166,2.406994529,-2.380022529,49.3716153,3,1.450999975,2.97068119,15.89,1.450999975,0,0,1,0,1,1
"12661",1740498884,2.02502e+13,18.35074305,-64.69862798,3.5397,1.135236181,0.142266856,0.071565576,0.011971198,3.547538771,-2.178676378,50.84532818,2,1.381999969,2.779925585,15.95,1.381999969,0,0,1,0,1,1
"12671",1740498885,2.02502e+13,18.35074595,-64.69862644,3.5967,1.077644147,0.056950587,0.63661843,0.014778314,5.062094487,-0.538249995,52.77768672,2,1.271999955,2.68919301,15.56,1.271999955,0,0,1,0,1,1
"12681",1740498886,2.02502e+13,18.35074814,-64.69862367,3.6097,1.055229996,8.91e-15,3.56e-14,-0.011110045,3.857401939,2.388873817,55.08234705,2,1.200999975,2.667617559,15.86,1.200999975,0,0,1,0,1,1
