timestamp_ros,timestamp_sys (%Y%m%d%H%M%S.%f),latitude,longitude,depth,distance_to_ocean_floor,velX,velY,velZ,roll,pitch,yaw,navMode,acousticAltimeter,forwardStereo,battery_volts,altitudeUsed,cotsNumFound,cotsNumMaybe,missionState,errorState,storeData,storeImageData
1767898928.8860323,20260108150208.885994,18.189033166666665,-64.95890349999999,0.01684605840756384,0.7350250133034729,-0.36167542004050873,-0.1615580213173013,0.17259457123542563,2.8072909283749636,0.06951208733786292,25.06761150178924,1,-1.0,0.309539794921875,16.9,0.7350250133034729,0,0,1,0,1,0
1767898928.979493,20260108150208.979455,18.189033166666665,-64.95890349999999,0.01684605840756384,0.7350250133034729,-0.36167542004050873,-0.1615580213173013,0.17259457123542563,2.8072909283749636,0.06951208733786292,25.06761150178924,1,-1.0,0.309539794921875,16.9,0.7350250133034729,0,0,1,0,1,0
1767898929.077634,20260108150209.077596,18.189033166666665,-64.95890349999999,0.00447868974149207,0.7350250133034729,-0.36167542004050873,-0.1615580213173013,0.08882562435145627,3.1413235836066185,0.26414042504188145,23.425817853379396,1,-1.0,0.45543646812438965,16.9,0.7350250133034729,0,0,1,0,1,0
1767898929.1776824,20260108150209.177644,18.1890325,-64.95890416666666,0.00447868974149207,0.7350250133034729,-0.2452343040966646,-0.11067601081860075,0.08882562435145627,3.612506699855612,-0.41647205413486443,21.932106174218827,1,-1.0,0.45543646812438965,16.9,0.7350250133034729,0,0,1,0,1,0
1767898929.284742,20260108150209.284704,18.1890325,-64.95890416666666,0.037847095835943576,0.7350250133034729,-0.2452343040966646,-0.11067601081860075,0.11702697357948603,5.6013214666217435,-3.840288467480238,19.952368305218386,1,-1.0,0.4602072834968567,16.73,0.7350250133034729,0,0,1,0,1,0
1767898929.3999765,20260108150209.399938,18.1890325,-64.95890416666666,0.037847095835943576,0.7350250133034729,-0.2452343040966646,-0.11067601081860075,0.11702697357948603,5.6013214666217435,-3.840288467480238,19.952368305218386,1,-1.0,0.42138755321502686,16.73,0.7350250133034729,0,0,1,0,1,0
1767898929.493533,20260108150209.493495,18.1890325,-64.95890416666666,0.07057990707199438,0.7350250133034729,-0.2452343040966646,-0.11067601081860075,0.12765451134452074,6.445095163857924,-6.9038872453048805,19.08878619853274,1,-1.0,0.8220362663269043,16.73,0.7350250133034729,0,0,1,0,1,0
1767898929.592944,20260108150209.592906,18.1890325,-64.95890416666666,0.13567590695308862,0.7350250133034729,-0.2452343040966646,-0.11067601081860075,0.14492509012268218,6.445095163857924,-6.9038872453048805,19.08878619853274,1,-1.0,1.1212114095687866,16.73,0.7350250133034729,0,0,1,0,1,0
1767898929.6908488,20260108150209.690811,18.189033666666667,-64.95890516666667,0.13567590695308862,0.7350250133034729,-0.3729332828095966,0.22134355223087904,0.14492509012268218,5.389461302532242,-7.801011996111271,19.312212011456644,1,-1.0,1.1212114095687866,16.73,0.7350250133034729,0,0,1,0,1,0
1767898929.7862866,20260108150209.786248,18.189033666666667,-64.95890516666667,0.13567590695308862,0.7350250133034729,-0.3729332828095966,0.22134355223087904,0.14492509012268218,2.9851425012096624,-9.231832124680277,22.05120081026572,1,-1.0,0.8312077522277832,16.73,0.7350250133034729,0,0,1,0,1,0
1767898929.8970068,20260108150209.896969,18.189033666666667,-64.95890516666667,0.12074305225136257,0.7350250133034729,-0.3729332828095966,0.22134355223087904,0.14117974105193143,2.9851425012096624,-9.231832124680277,22.05120081026572,1,-1.0,0.5843873023986816,16.87,0.7350250133034729,0,0,1,0,1,0
1767898930.0090292,20260108150210.008991,18.189033666666667,-64.95890516666667,0.1297430522513629,0.7350250133034729,-0.3729332828095966,0.22134355223087904,0.10966852512385257,1.082785260367007,-10.401493046763536,27.126842555868787,1,41.1,0.7446088790893555,16.87,41.1,0,0,1,0,1,0
1767898930.1317868,20260108150210.131749,18.189033666666667,-64.95890516666667,0.1297430522513629,0.7350250133034729,-0.3729332828095966,0.22134355223087904,0.10966852512385257,1.082785260367007,-10.401493046763536,27.126842555868787,1,41.1,0.8700844645500183,16.87,41.1,0,0,1,0,1,0
1767898930.1813247,20260108150210.181287,18.1890355,-64.9589065,0.16471961915629713,0.7350250133034729,-0.2711620082116282,0.27230023453544666,0.1503795340412233,0.5888505624141421,-10.17455993044674,29.358348848203697,1,41.1,0.8700844645500183,16.87,41.1,0,0,1,0,1,0
1767898930.2919827,20260108150210.291944,18.1890355,-64.9589065,0.16471961915629713,0.7350250133034729,-0.2711620082116282,0.27230023453544666,0.1503795340412233,-1.0116085806280486,-7.006216322265559,35.46522999890236,1,41.1,0.8700844645500183,16.87,41.1,0,0,1,0,1,0
1767898930.4046345,20260108150210.404596,18.1890355,-64.9589065,0.12356214129343782,0.7350250133034729,-0.2711620082116282,0.27230023453544666,0.03283203652216105,-1.0116085806280486,-7.006216322265559,35.46522999890236,1,41.1,3.2971763610839844,16.87,41.1,0,0,1,0,1,0
1767898930.514664,20260108150210.514626,18.1890355,-64.9589065,0.12356214129343782,0.7350250133034729,-0.2711620082116282,0.27230023453544666,0.03283203652216105,-4.330661647394311,-3.3883970139965354,40.08437588810113,1,41.1,2.938127040863037,16.62,41.1,0,0,1,0,1,0
1767898930.6307912,20260108150210.630753,18.1890355,-64.9589065,0.10250372930777721,0.7350250133034729,-0.2711620082116282,0.27230023453544666,-0.011509057588897625,-4.330661647394311,-3.3883970139965354,40.08437588810113,1,41.1,2.938127040863037,16.62,41.1,0,0,1,0,1,0
